"订单编号","支付单号","支付详情","买家应付货款","买家应付邮费","买家支付积分","总金额","返点积分","买家实际支付金额","买家实际支付积分","订单状态","买家留言","运送方式","订单创建时间","订单付款时间 ","宝贝标题 ","宝贝种类 ","物流单号 ","物流公司","订单备注","宝贝总数量","店铺Id","店铺名称","订单关闭原因","卖家服务费","买家服务费","发票抬头","是否手机订单","分阶段订单信息","特权订金订单id","是否上传合同照片","是否上传小票","是否代付","定金排名","修改后的sku","异常信息","天猫卡券抵扣","集分宝抵扣","是否是O2O交易","新零售交易类型","新零售导购门店名称","新零售导购门店id","新零售发货门店名称","新零售发货门店id","退款金额","预约门店","确认收货时间","打款商家金额","含应开票给个人的个人红包","是否信用购","体验期结束时间","前N有礼","配送类型","直播返现状态","返现金额","延迟发货赔付金额","新零售成交门店昵称","新零售成交门店id","新零售成交经销商id ","预售订单","发货时间","商家备忘","主订单编号"
="3235151268864073301",="2023030422001197611405796859","支付方式：支付宝，支付单号：2023030422001197611405796859，金额：540.00；","528.00","12.00","0","540.00","0","540.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 14:04:05","2023-03-04 14:23:35","Air Jordan 1 Mid AJ1中帮复古 运动实战篮球鞋 白蓝色555112-401","1","No:78663218272533","中通快递","'现货 519","1","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-05 13:58:56",="现货 519",=""
="3236021894480305104",="2023030422001183051429421045","支付方式：支付宝，支付单号：2023030422001183051429421045，金额：962.00；","950.00","12.00","0","962.00","0","962.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 13:54:18","2023-03-04 13:54:24","Nike Air Force 1 AF1 灰白蓝 系带低帮 休闲 运动板鞋DH9597-001，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1689189002604","顺丰速运","'阳 898 二月山水贵(普款默认普快)【木木 03-04 23:08】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-04 14:38:19",="阳 898 二月山水贵(普款默认普快)【木木 03-04 23:08】",=""
="3235826593835407701",="2023030422001146441408549378","支付方式：支付宝，支付单号：2023030422001146441408549378，金额：602.00；","590.00","12.00","0","602.00","0","602.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 13:39:36","2023-03-04 13:40:46","Nike耐克 Air Force 1 Low 低帮防滑运动休闲鞋 白金银DH9595-001，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:YT7085039749561","圆通速递","'C 555 cc_ccc7【扬扬 03-06 01:14】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-04 17:06:50",="C 555 cc_ccc7【扬扬 03-06 01:14】",=""
="1835190012021586994",="2023030422001128571407459547","支付方式：支付宝，支付单号：2023030422001128571407459547，金额：353.00；","341.00","12.00","0","353.00","0","353.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 13:38:07","2023-03-04 13:38:12","Nike耐克 Court Borough Low 烟灰 白黄 休闲 低帮板鞋839985-104，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:312201078731320","韵达快递","'C 313 小李默认3.5普包，顺+5【木木 03-05 01:43】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-04 14:21:38",="C 313 小李默认3.5普包，顺+5【木木 03-05 01:43】",=""
="3236246787645958035",="2023030422001173751434284218","支付方式：支付宝，支付单号：2023030422001173751434284218，金额：554.00；","542.00","12.00","0","554.00","0","554.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 13:31:03","2023-03-04 13:31:11","Air Jordan 1 Low 低帮 复古篮球鞋 真蓝 爆裂纹 白蓝 DM1199-140，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:78662789021712","中通快递","'退货 500","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-04 14:35:18",="退货 500",=""
="3235063320675013503",="2023030422001175191408895111","支付方式：支付宝，支付单号：2023030422001175191408895111，金额：322.00；","310.00","12.00","0","322.00","0","322.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 13:18:12","2023-03-04 13:18:22","Air Jordan Zion 1锡安 防滑减震耐磨 实战运动篮球鞋 DA3129-002，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1623054728326","顺丰速运","'X. 287 Pluto【木木 03-04 23:45】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-04 17:18:43",="X. 287 Pluto【木木 03-04 23:45】",=""
="3235772297291982725",="2023030422001138361411049820","支付方式：支付宝，支付单号：2023030422001138361411049820，金额：0.00；","370.00","12.00","0","382.00","0","0.00","0","交易关闭","null","快递","2023-03-04 13:16:07","2023-03-04 13:20:32","Air Jordan Legacy 312 AJ312 高帮运动潮流休闲篮球鞋AT4040-102，买家秀征集赢奖励！！！ ~ 收货联系客服","2","","null","'null","2","0","欣欣体育 知解验证","退款","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","382.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="null",="null",=""
="1835147604544355274",="2023030422001156001408938921","支付方式：支付宝，支付单号：2023030422001156001408938921，金额：1102.00；","1090.00","12.00","0","1102.00","0","1102.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 13:02:02","2023-03-04 13:02:09","Air Jordan 1 Low AJ1 白绿 低帮 休闲复时尚古篮球鞋 DC0774-132，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1689188075907","顺丰速运","'C 1031 龙（顺）【木木 03-05 01:47】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-04 15:39:16",="C 1031 龙（顺）【木木 03-05 01:47】",=""
="1835908249691179298",="2023030422001185941400916545","支付方式：支付宝，支付单号：2023030422001185941400916545，金额：613.00；","601.00","12.00","0","613.00","0","613.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 12:59:26","2023-03-04 12:59:34","Nike/耐克 Zoom Rival S9 短跑训练专业田径运动跑步鞋DM2328-100，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:YT7084496286455","圆通速递","'C 563 三块花五天?【扬扬 03-06 01:15】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-05 15:50:40",="C 563 三块花五天?【扬扬 03-06 01:15】",=""
="3236169027716349813",="2023030422001162891419386779","支付方式：支付宝，支付单号：2023030422001162891419386779，金额：326.00；","314.00","12.00","0","326.00","0","326.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 12:58:59","2023-03-04 13:18:03","Nike Flight Legacy 男女休闲耐磨潮流 中帮运动篮球鞋BQ4212-100，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:78663217821971","中通快递","'退货 343","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-05 13:58:56",="退货 343",=""
="3236135548000119816",="2023030422001111711412248878","支付方式：支付宝，支付单号：2023030422001111711412248878，金额：372.00；","360.00","12.00","0","372.00","0","372.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 12:44:17","2023-03-04 12:44:30","Nike Blazer Low 白银 时尚潮流 复古运动轻便休闲板鞋DC4769-113，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:772019705991386","申通快递","'C 343 生活阿【扬扬 03-06 01:15】已阅","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-05 15:32:15",="C 343 生活阿【扬扬 03-06 01:15】已阅",=""
="3236128383662016547",="2023030422001194521413683521","支付方式：支付宝，支付单号：2023030422001194521413683521，金额：0.00；","620.00","12.00","0","632.00","0","0.00","0","交易关闭","null","快递","2023-03-04 12:39:50","2023-03-04 12:39:55","Nike Air Force1 AF1  白灰棕 低帮 复古潮流休闲板鞋 FB1857-111，买家秀征集赢奖励！！！ ~ 收货联系客服","2","","null","'null","2","0","欣欣体育 知解验证","退款","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","632.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="null",="null",=""
="1835910986506193263",="2023030422001128941453953411","支付方式：支付宝，支付单号：2023030422001128941453953411，金额：472.00；","460.00","12.00","0","472.00","0","472.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 12:35:43","2023-03-04 16:53:03","Nike耐克 Dunk Low 轻便耐磨 复古运动休闲板鞋 灰白黑DQ0380-001，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:78663298945859","中通快递","'p 430 摇摆【木木 03-06 01:25】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-05 17:20:06",="p 430 摇摆【木木 03-06 01:25】",=""
="3236087011743047022",="2023030422001166141402278300","支付方式：支付宝，支付单号：2023030422001166141402278300，金额：463.00；","451.00","12.00","0","463.00","0","463.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 12:34:47","2023-03-04 12:35:26","Nike/耐克 Air Zoom Pegasus 37  缓震舒适运动跑步鞋 BQ9646-103，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1661034929391","顺丰速运","'C 435 ZheHua18【木木 03-05 02:07】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-04 19:39:14",="C 435 ZheHua18【木木 03-05 02:07】",=""
="3236083195346682123",="2023030422001186851421310474","支付方式：支付宝，支付单号：2023030422001186851421310474，金额：302.00；","290.00","12.00","0","302.00","0","302.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 12:25:20","2023-03-04 12:25:28","Nike耐克 Court Borough Low 烟灰 白黄 休闲 低帮板鞋839985-104，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:YT2297513854566","圆通速递","'p 280 Gorden【木木 03-05 01:19】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-04 18:19:18",="p 280 Gorden【木木 03-05 01:19】",=""
="1835860155929883192",="2023030422001123241458010180","支付方式：支付宝，支付单号：2023030422001123241458010180，金额：436.00；","424.00","12.00","0","436.00","0","436.00","0","卖家已发货，等待买家确认","null","快递","2023-03-04 12:17:15","2023-03-04 12:17:32","Nike Air Max 97 防滑耐磨 低帮 复古运动休闲鞋 白黑 DX6057-001，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:78663217891549","中通快递","'退货 411","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-05 13:58:55",="退货 411",=""
